,pred
2431,2121258.0815821644
2432,754543.5689110189
2433,833519.3067449987
2434,231480.20097914245
2435,678959.1622740662
2436,923740.9482276014
2437,609266.4193596605
2438,326596.8898556081
2439,738127.3220545786
2440,409214.379636511
2441,1569517.5356424365
2442,193156.977356254
2443,440909.7629425011
2444,629210.6223064405
2445,369983.6041502207
2446,1221485.2606211777
2447,266506.4121026357
2448,826977.6178713756
2449,1210866.1756537512
2450,260758.30034126583
2451,358821.66292738717
2452,498328.1420357445
2453,581295.1997869149
2454,449799.7668205169
2455,812196.5872276255
2456,1146567.9687611617
2457,340161.40400993085
2458,377681.08636046737
2459,262811.2554610136
2460,354317.9715081736
2461,838094.2449517695
2462,1059299.804660785
2463,3009076.697628465
2464,237877.07400262772
2465,2253425.268032523
2466,452779.0967171289
2467,248562.25286971967
2468,506284.5925840817
2469,692134.8760690306
2470,533860.5101754009
2471,336180.1037571851
2472,1217042.4662804476
2473,1690004.4946549602
2474,831544.4655881475
2475,607872.6684065128
2476,460220.67413292185
2477,1937840.7597241113
2478,546169.5809280074
2479,484250.5098726548
2480,413511.2642911945
2481,2051217.7797843837
2482,1608891.4548424364
2483,680621.5201518368
2484,822394.377050753
2485,712198.9245275032
2486,211637.58092581338
2487,137553.7653240433
2488,1363782.6142585308
2489,727330.0350695023
2490,823237.630993752
2491,650061.1659168373
2492,1970558.4660869995
2493,287008.8257023443
2494,294391.1186616418
2495,1044347.0581888247
2496,742814.1853150917
2497,576988.0226143464
2498,798111.5518010107
2499,1705871.9372808435
2500,1132044.2578426346
2501,528380.594823071
2502,1430090.8323112694
2503,252873.50936278605
2504,773266.2560479948
2505,234719.91174358517
2506,1452831.3415181139
2507,463909.53661810874
2508,547336.7792809844
2509,2253609.820913367
2510,606477.1089500688
2511,545171.1878047965
2512,424665.53546716773
2513,218791.07833704594
2514,496058.1684611328
2515,317574.12831024703
2516,467966.45808584424
2517,178188.34859052987
2518,1082551.4155475681
2519,306746.938127291
2520,568047.6270919355
2521,328544.5109851612
2522,717412.1558974681
2523,1176323.017898659
2524,1302004.7889893772
2525,166988.67308117275
2526,739340.9171781893
2527,493103.83780959423
2528,985995.4347788589
2529,281721.3177797003
2530,741175.9656427554
2531,808784.9482087728
2532,1015740.6080637705
2533,486000.8643471187
2534,950378.8559474158
2535,1503968.9242857697
2536,1390742.2070808366
2537,1249586.7160423114
2538,575451.4180025565
2539,303786.16796796676
2540,794789.4477336314
2541,236602.9340069904
2542,974662.527168453
2543,564541.5123165797
2544,722321.868983616
2545,486877.47532252385
2546,742339.0247212364
2547,305883.30646909866
2548,724049.1287223998
2549,318946.03787773446
2550,446925.07522255206
2551,502077.1151711584
2552,964350.088686076
2553,474175.5882976362
2554,695331.7559225259
2555,625606.3712685701
2556,201159.06754252716
2557,454291.8411019065
2558,817203.309676256
2559,244414.2097543824
2560,478204.73336173804
2561,517755.5026561245
2562,724175.2071399827
2563,367781.3977459528
2564,610581.5527797362
2565,273179.9391480913
2566,759974.4560155286
2567,436403.002410939
2568,259820.26466119362
2569,713040.3534207431
2570,834189.3014430702
2571,430027.44849714165
2572,336667.51858204405
2573,856723.867284399
2574,495681.5929704721
2575,1794528.255033609
2576,448629.4225551945
2577,427715.9532521187
2578,236602.9340069904
2579,999549.1226581053
2580,626238.8754601091
2581,209928.33764348298
2582,459855.1913292616
2583,967950.5839025073
2584,745499.7982032986
2585,158738.82120013045
2586,409534.444780027
2587,382437.58832738205
2588,395445.09759081947
2589,296421.19346553774
2590,616160.7238960478
2591,911889.7000153236
2592,893549.389518089
2593,1211758.1989273136
2594,322961.4258139135
2595,193233.52084731974
2596,1090779.3279530222
2597,237367.92688668292
2598,324991.3028492518
2599,408876.14037815947
2600,680979.1842342368
2601,289042.12739101966
2602,313644.33659723564
2603,460935.4075424474
2604,631600.0486507892
2605,669495.002663054
2606,493908.1219133447
2607,1130541.2897256333
2608,312384.75825311174
2609,208898.75310234426
2610,694059.3348019869
2611,997099.0260426165
2612,606371.8391192312
2613,813501.2052743216
2614,228072.43608080465
2615,880013.8064186028
2616,3001891.3894284647
2617,1412652.7910211778
2618,277710.61957206
2619,774461.8447713326
2620,1014412.45483744
2621,920854.2983675179
2622,438818.6193353593
2623,420823.4648910147
2624,697625.2341169848
2625,260734.1970375502
2626,443939.1314960076
2627,736638.8830270557
2628,160634.24863253869
2629,388942.07814469934
2630,2146167.0339981774
2631,945550.6264949397
2632,475062.38501468004
2633,373513.5368560498
2634,758326.3461981362
2635,419567.059413049
2636,607197.9924001239
2637,1153970.3971592486
2638,434600.59398300474
2639,784204.5436815731
2640,942626.9761613014
2641,930547.9321882682
2642,824392.0185513459
2643,487269.47703141824
2644,976197.5469679943
2645,1166228.021182562
2646,538988.4629945151
2647,1030665.1759495678
2648,933216.5211788588
2649,146595.9355327457
2650,461879.6998702264
2651,426468.9588002882
2652,1100546.6247803147
2653,586685.224634762
2654,313394.6253849339
2655,583061.570092394
2656,815889.5948466441
2657,316591.7018184821
2658,737166.720220183
2659,785477.4918071523
2660,239050.49334661866
2661,228766.4264502232
2662,766562.3980542853
2663,479664.2639568486
2664,1146426.6482426345
2665,428338.8261965365
2666,867109.5677022263
2667,1077371.4161173925
2668,253953.50784462335
2669,215667.00070531384
2670,592855.1097159497
2671,245161.97025569555
2672,2686204.297429139
2673,946595.103886076
2674,784587.2989280762
2675,211295.5409842501
2676,252244.73192612547
2677,1127392.2756582608
2678,762998.633360854
2679,489617.7683067528
2680,373643.54977602005
2681,598309.6450065128
2682,660971.6668369042
2683,2571347.575308878
2684,1045259.1984694744
2685,327026.58729155036
2686,854812.292231584
2687,1232992.508575823
2688,409014.61204408895
2689,551806.4007903294
2690,208544.33688807412
2691,353436.07072058506
2692,395845.64959291124
2693,240617.4165342716
2694,406027.79765820113
2695,1188253.4749993132
2696,989568.3347730768
2697,1068465.939765458
2698,288698.76657259895
2699,265530.73732415016
2700,1034916.6435613299
2701,599954.3985608598
2702,529514.4453207384
2703,147091.2145127935
2704,850852.9929743226
2705,898816.7859286474
2706,870262.1573665619
2707,839234.6573814309
2708,531500.8000793826
2709,235656.08972421198
2710,310478.3181625871
2711,924645.7667741337
2712,618623.4177223239
2713,893841.5344131666
2714,1634633.4737862279
2715,643654.0003092019
2716,1412512.2814583678
2717,1305908.802067724
2718,448803.5390508949
2719,318164.31099691
2720,362632.67321714194
2721,819759.5844768474
2722,542185.9635762171
2723,965612.2986196998
2724,373468.8163090939
2725,1119604.8053805558
2726,724278.4911308346
2727,476363.17706078733
2728,619382.1318586024
2729,979586.5643069581
2730,598294.2585693983
2731,744723.958314901
2732,327413.5551611086
2733,973388.7526137442
2734,1028611.6223805776
2735,466611.9287825461
2736,1657169.1103547388
2737,426656.69299702893
2738,307553.5847453013
2739,499187.26819327765
2740,149457.48162566443
2741,212956.84910234428
2742,269335.83390458423
2743,525523.0997444127
2744,753010.0133546568
2745,696858.3516797619
2746,213403.6657509882
2747,1163092.132005833
2748,721185.2608107424
2749,368383.2935277391
2750,403860.7495086425
2751,360878.1500659954
2752,379907.5389826214
2753,693532.3959342191
2754,684006.5157600944
2755,399104.554325384
2756,359520.9529613081
2757,462640.9171528795
2758,340585.47269248904
2759,398540.5474207818
2760,1041971.655665237
2761,1148923.1879063938
2762,720500.8042511758
2763,813732.1021928198
2764,294391.1186616418
2765,781298.1949885706
2766,795279.5266296292
2767,695827.8204324963
2768,704034.1660506452
2769,224121.17109929002
2770,813108.9595595866
2771,667967.0605863417
2772,598487.8786205094
2773,459704.06539673987
2774,1000567.653897607
2775,983287.4746361333
2776,817359.2821074227
2777,923138.0564551973
2778,521657.04733919096
2779,458269.9885663191
2780,154589.97054912974
2781,271000.07986134425
2782,748640.0426617943
2783,523566.67382307106
2784,1197605.9869075879
2785,491989.7553731281
2786,870712.1343419394
2787,383686.11433299043
2788,297674.3344167398
2789,550042.616233915
2790,782494.3682080037
2791,580254.5857267862
2792,1075469.3869904832
2793,315311.32415050897
2794,2329094.946694058
2795,404713.17510817427
2796,1707561.9389669402
2797,372079.17485975084
2798,617854.1846397165
2799,692136.3878536851
2800,1926588.9492708347
2801,300347.8526188008
2802,889749.242411255
2803,1935587.188710554
2804,660878.633584776
2805,142812.83234116912
2806,667549.908349492
2807,201476.57919513495
2808,379058.1786850386
2809,325997.0820244564
2810,393594.159534166
2811,466446.975138718
2812,1329268.7250808366
2813,386499.32151055074
2814,437720.0515867387
2815,358367.00445858383
2816,544702.8167842786
2817,750014.1252055448
2818,203119.97818498555
2819,327902.1489605792
2820,817318.9175568613
2821,749167.2478479126
2822,1534801.172615217
2823,584247.7356656205
2824,898295.4383338345
2825,366913.77011792274
2826,262490.8447096784
2827,1718697.4413302655
2828,884862.3779244751
2829,769141.3857835097
2830,1235813.08201631
2831,302083.30859367596
2832,297740.07926108694
2833,635288.761806278
2834,1222552.1832256888
2835,479924.55224165565
2836,510240.6381445899
2837,572813.5366059073
2838,790226.2028533327
2839,584584.0950352175
2840,569077.8099013811
2841,1562976.1063970895
2842,211295.5409842501
2843,1134712.0176512352
2844,440402.76622212894
2845,928009.1367809345
2846,322114.87041982205
2847,497561.02369369834
2848,346032.5702721706
2849,336662.8759536416
2850,1367948.83029792
2851,1298597.5028241745
2852,437180.5914423975
2853,1145752.1475741514
2854,1564798.6701896521
2855,497052.3439616952
2856,2352528.584232523
2857,1304598.5284908472
2858,650107.8678357156
2859,790614.8591375774
2860,968572.564286076
2861,721671.7366798173
2862,762481.0710711904
2863,874895.8145175144
2864,815135.8167836161
2865,339373.353980995
2866,199402.90023680945
2867,176977.2261261262
2868,548838.3424542602
2869,548797.5437715071
2870,198465.42992311553
2871,524765.0715121216
2872,1353162.4735593153
2873,121611.97163628547
2874,1160699.4865998365
2875,856585.2384888969
2876,543754.7624784762
2877,284684.0846808834
2878,129403.3040313343
2879,709700.8904357355
2880,1020894.8623106703
2881,631020.6036984826
2882,879391.8444392184
2883,356044.2157455997
2884,532217.46336923
2885,622212.7987307166
2886,788388.4237932161
2887,652445.8547109786
2888,567309.0676201368
2889,594244.86090537
2890,331071.7911323111
2891,561688.2849629668
2892,591265.5032910389
2893,600496.7598749865
2894,642727.3193041673
2895,1582649.2878424365
2896,1057973.232548711
2897,1148290.390644354
2898,651139.0016964623
2899,860385.1639882681
2900,637383.3210376845
2901,865086.3863689112
2902,497682.6438318
2903,236726.49517636152
2904,1201403.6182540753
2905,459604.1468133868
2906,1561186.932808677
2907,208544.33688807412
2908,2315729.0332881277
2909,619291.9283804961
2910,129403.3040313343
2911,1101215.6981471207
2912,611501.7330456646
2913,990955.8554392259
2914,873539.9783722882
2915,601957.1059974902
2916,645379.447931431
2917,783206.7968955848
2918,356757.86285055225
2919,790070.2418535884
2920,433722.6426745261
2921,1210143.5333071002
2922,716140.9124819589
2923,1059633.712203909
2924,349385.2900328973
2925,333331.1019376814
2926,721522.914585043
2927,190244.78800582004
2928,602429.2202694821
2929,381897.5941700373
2930,816871.7270838197
2931,363013.9811248545
2932,612653.7179859434
2933,393981.24175193487
2934,543915.1187194079
2935,396250.30574704224
2936,1033582.183086076
2937,707842.1385398172
2938,1281144.9124761065
2939,714421.0779900489
2940,351470.300567962
2941,696391.4137981846
2942,338917.1319401066
2943,514417.3966899443
2944,348125.98174309096
2945,461742.92554727703
2946,417872.2939097603
2947,423575.8717042444
2948,1170141.1339653046
2949,296079.1262291545
2950,577526.9758501587
2951,646696.1930194638
2952,909107.8650186723
2953,700081.2484481196
2954,263992.85909036774
2955,1210747.5219970895
2956,375049.62810687785
2957,435542.67347774375
2958,1210143.5333071002
2959,1417582.8535349723
2960,477339.1678667448
2961,2677468.6800159053
2962,1304372.7264839192
2963,512859.93810117885
2964,1294658.5988810954
2965,517394.7831194678
2966,805775.4936216987
2967,985845.6969363606
2968,421991.1799827651
2969,917818.0419276024
2970,863325.3868590936
2971,357354.051434099
2972,703654.2390716929
2973,399625.3245180374
2974,586270.6269189331
2975,999549.1226581053
2976,524318.3502449637
2977,951415.769734721
2978,298567.01583800383
2979,729103.617262701
2980,285276.06520488847
2981,277398.49666174897
2982,615611.0558670001
2983,1007259.1128860761
2984,704846.3617522322
2985,408876.14037815947
2986,1024492.3538528538
2987,157222.746956684
2988,458329.6198409947
2989,284854.41831135587
2990,667330.1953207756
2991,908697.9080271551
2992,216784.82390595315
2993,147405.03992765522
2994,657562.9775908747
2995,509877.38692749385
2996,692578.995952129
2997,584934.5877284586
2998,551260.934284655
2999,565374.8743368825
3000,945282.9151174265
3001,1194655.8574194403
3002,326909.2021952802
3003,758003.7864769012
3004,1196501.6293836443
3005,701498.3552077357
3006,576597.7861516548
3007,942602.0693622677
3008,474462.11241489777
3009,122328.07163628546
3010,460447.1084012139
3011,434579.51912841713
3012,860169.0033106703
3013,615993.0335687096
3014,347074.58901283453
3015,472292.8221579221
3016,730114.1074393959
3017,455766.84212024097
3018,398790.19874309277
3019,775759.1340381657
3020,248387.28899223846
3021,560847.6842362536
3022,1649036.5151946582
3023,1269506.6005620516
3024,1160603.37025733
3025,385879.1534210281
3026,796066.4408754003
3027,707339.4328569595
3028,771170.4496788179
3029,377132.9764629937
3030,949796.0343691485
3031,487330.49374150514
3032,506946.5665195861
3033,790305.6950665624
3034,336430.9365424474
3035,872077.1205198728
3036,297547.49319550104
3037,437916.0805219412
3038,922380.2836548858
3039,473158.44644802617
3040,437980.26679194265
3041,824938.1513144998
3042,437236.6691861099
3043,527070.5072938534
3044,235992.00609608105
3045,746531.3689049727
3046,873898.3810291629
3047,448803.5390508949
3048,377812.9155605339
3049,518196.872294044
3050,559398.1545266872
3051,451908.48242002237
3052,810294.7771317653
3053,704415.7505922818
3054,818792.867618031
3055,496816.9730650799
3056,497354.5682635432
3057,403193.1120748385
3058,165450.1124720065
3059,716233.2071970337
3060,876136.3336634921
3061,461980.53645838815
3062,375705.3274457752
3063,286514.16545456636
3064,754268.0542139743
3065,610291.8275333992
3066,1288050.6591349724
3067,1291366.986298398
3068,601557.0422607709
3069,2858642.348344692
3070,344303.8624768923
3071,268488.3395464439
3072,2568086.4142515594
3073,1150709.719359467
3074,477523.538527635
3075,276318.72509726894
3076,370745.146721002
3077,581753.4159725356
3078,627348.1387975037
3079,808224.5653595866
3080,382379.89967674896
3081,890484.656446375
3082,204357.83577546215
3083,1561066.9022548185
3084,481262.387210873
3085,1449521.0734723916
3086,489359.0199862315
3087,297993.5507500706
3088,556967.040605664
3089,407219.42285170796
3090,495030.50910565385
3091,710382.5429226034
3092,936792.6357855335
3093,812304.1078942162
3094,987717.3143197923
3095,460805.6948669796
3096,131680.21269953216
3097,1477689.0734723916
3098,318963.35384963086
3099,136760.74584659544
3100,656483.7419131412
3101,968798.4750074884
3102,552350.849620573
3103,237367.92688668292
3104,510886.67002543545
3105,579992.3193995785
3106,326333.7217494305
3107,312001.48713465896
3108,355120.8220364911
3109,551380.1961492496
3110,358728.5142864065
3111,694674.6871806505
3112,828943.062638769
3113,321466.6129931661
3114,273946.1604290681
3115,789007.6912381706
3116,402756.6891013663
3117,625032.898838523
3118,711118.2053627516
3119,630372.9949013945
3120,685405.7412391547
3121,855839.0114843021
3122,416386.05562472856
3123,652007.2483767773
3124,544420.6206772656
3125,741175.9656427554
3126,499831.9999157715
3127,661372.337073701
3128,514491.84326068964
3129,712875.1028372736
3130,876522.1753412527
3131,439051.8955634829
3132,1322689.9614211777
3133,246262.42145237693
3134,1092731.5356373799
3135,193156.977356254
3136,519157.0996830859
3137,2027121.6099865618
3138,685606.636997963
3139,618415.7140547582
3140,270373.35201219097
3141,276972.9212301936
3142,462294.9044877825
3143,557393.9566952381
3144,793866.2683831621
3145,354067.31738050235
3146,258076.95949822274
3147,442413.0583418648
3148,665434.7905688197
3149,506832.52568994433
3150,607648.9898720883
3151,469314.10996103217
3152,289688.4751185181
3153,333225.0817587653
3154,361305.1356530594
3155,228549.40865428076
3156,836581.0716191523
3157,1267448.1606478605
3158,919926.5586144306
3159,958605.8428180683
3160,263946.1234957351
3161,266506.4121026357
3162,493010.1009101267
3163,419795.5281954897
3164,884765.7814533301
3165,241584.5892567553
3166,236726.49517636152
3167,635577.2606690447
3168,1798760.8832792847
3169,2289582.937256179
3170,568659.8265123084
3171,950317.7008238954
3172,1198702.7712793117
3173,1112438.4252026328
3174,311098.55921086884
3175,470916.99840427627
3176,433839.46291824145
3177,1145191.838802847
3178,600542.7713749509
3179,997099.0260426165
3180,851291.7711933441
3181,1270536.9212426345
3182,435078.62502057734
3183,1000144.746886076
3184,518842.1958510703
3185,531500.8000793826
3186,247375.06311279716
3187,831451.5861405686
3188,631614.1026548339
3189,636819.0118850628
3190,430888.44086412626
3191,987667.5210528538
3192,445275.66294628393
3193,881631.925395917
3194,694761.1605173714
3195,133327.4294688634
3196,246727.6901758435
3197,825418.4324771336
3198,495707.04405745445
3199,412567.0405582023
3200,1002235.2932563786
3201,551079.7054373691
3202,495238.3908329277
3203,2320527.007238588
3204,521123.3813133447
3205,642798.946014211
3206,782314.5413194285
3207,513324.1275402253
3208,796066.4408754003
3209,462872.0690609274
3210,969184.1998049419
3211,881275.5044122228
3212,832391.3821812328
3213,1400734.2565843074
3214,203116.62260337255
3215,586433.4842181889
3216,507347.8069162328
3217,935813.2665092933
3218,201476.57919513495
3219,497931.61017540086
3220,266666.07592120697
3221,845083.3593067105
3222,605490.1865301386
3223,457531.2847137251
3224,551263.546432632
3225,544300.9671876059
3226,810018.7728545228
3227,310384.0576481786
3228,126748.32494244736
3229,346190.2972328026
3230,1031398.9972314861
3231,431944.3797424474
3232,588861.4709974902
3233,128140.09803133429
3234,1383166.0317936032
3235,240157.34122744782
3236,681127.5602907544
3237,867976.3021022264
3238,1138356.98297195
3239,928014.1380226058
3240,266506.4121026357
3241,444610.36783051555
3242,706962.8686228245
3243,684717.1927822608
3244,358125.45981420454
3245,408396.16623204935
3246,1181109.779699884
3247,249583.21403508115
3248,1212821.3626519188
3249,1055488.2182487778
3250,239734.96409655162
3251,522333.8041764274
3252,817221.5228357917
3253,203119.97818498555
3254,453126.24734699406
3255,542479.5669359437
3256,502882.05317501293
3257,1158481.9187148875
3258,447494.36664453574
3259,332317.0413628005
3260,351177.5214883976
3261,1204617.2859173925
3262,540947.4770294421
3263,699065.6135198604
3264,400296.4701284313
3265,851976.3622062353
3266,419947.8209462096
3267,500312.59394951153
3268,695216.1769906901
3269,615166.8606734744
3270,906641.0074871895
3271,385355.8040931411
3272,906966.9711933441
3273,532037.5141071456
3274,482626.0812329068
3275,231480.20097914245
3276,585632.3884096862
3277,1226781.985693759
3278,2001164.926612244
3279,1451299.895242389
3280,167474.1873820191
3281,623642.483806278
3282,609505.592416948
3283,356757.86285055225
3284,417517.86440492905
3285,374036.0581049293
3286,453478.0198889514
3287,665423.7447953233
3288,584864.5292464748
3289,400696.2488926945
3290,414523.9736037715
3291,617759.7200570649
3292,202857.49512903864
3293,444892.7706488833
3294,726838.0501097019
3295,728507.7652579662
3296,442464.85946232453
3297,153765.62188849458
3298,695630.4022480787
3299,790030.1771165257
3300,1035827.5009805777
3301,128017.3040313343
3302,629092.2583427363
3303,1171557.9289674843
3304,625032.898838523
3305,331238.72951704875
3306,402099.9263766917
3307,442077.781847651
3308,310671.8185964903
3309,469142.2497011215
3310,763991.3193212352
3311,470874.6927329013
3312,636511.0858405381
3313,882083.1002097807
3314,772497.9004806902
3315,959214.2651689507
3316,441825.96857383265
3317,423973.56004169356
3318,576474.4090428805
3319,609025.480760642
3320,965335.5255882682
3321,384786.57561658265
3322,1073564.8088180204
3323,117767.40923628546
3324,476857.1271829208
3325,1240004.554099569
3326,682518.8471793507
3327,382983.3521046818
3328,581869.8018749589
3329,642715.3444825828
3330,1370870.8066635523
3331,527421.3598300697
3332,498319.1007424474
3333,1403469.5187924032
3334,404805.5255608185
3335,753797.8201158778
3336,194564.51680934735
3337,1578529.6536209132
3338,781451.18985441
3339,181065.457883648
3340,652478.4075341234
3341,203245.34022357588
3342,892437.1238593534
3343,467108.1034562581
3344,315952.8583490981
3345,541105.5394194868
3346,512588.19042511215
3347,845447.046407602
3348,146115.5219986376
3349,1171418.9668218032
3350,398377.6115918086
3351,1141723.5404050944
3352,585187.7530636837
3353,332423.512275256
3354,172714.14846169017
3355,292955.0239890058
3356,279366.34692216106
3357,717671.1867079267
3358,684865.4050598142
3359,1072302.928348711
3360,748022.6619558053
3361,352585.3882543435
3362,766251.2031595865
3363,843372.2925077263
3364,657140.8987892189
3365,707433.5208997541
3366,548953.1224230013
3367,553911.5203706298
3368,297851.41207803896
3369,665073.883974261
3370,678263.0602159157
3371,738299.977052904
3372,1412379.4328085275
3373,517733.48936176323
3374,179192.8723911381
3375,1028223.6773242533
3376,219073.21748432226
3377,681751.3949757052
3378,810699.6274717518
3379,825959.7834229057
3380,556651.653278577
3381,215105.90602950964
3382,1040499.4869280604
3383,329993.71074499085
3384,1166923.143894481
3385,700381.9171815112
3386,967360.0393757112
3387,634107.8470098686
3388,1157654.4675539604
3389,212341.38864977635
3390,120909.41803628547
3391,654966.7840189335
3392,682468.0137024112
3393,949891.3236763846
3394,396549.35229765886
3395,180358.81705945687
3396,551547.6427305383
3397,882219.6228715464
3398,371728.14421636506
3399,345216.8752847622
3400,1042796.4438188543
3401,666849.7565502664
3402,502470.6678206448
3403,418004.934283749
3404,322303.0029178226
3405,957346.7027788588
3406,448910.9416239982
3407,171599.23531615624
3408,236540.6080963742
3409,412936.8102926538
3410,830621.400194371
3411,809355.9959536896
3412,727960.196131916
3413,178381.11547050666
3414,1020627.0809836404
3415,1219968.4080908473
3416,165337.86856574862
3417,421343.3768335565
3418,576977.9105915651
3419,243995.04612614954
3420,1089350.5787584116
3421,914657.674796646
3422,635261.4422281657
3423,521412.51517115836
3424,368587.942917043
3425,207017.7341542516
3426,461624.9718858442
3427,451930.8825604004
3428,623760.2882275556
3429,518460.2063548115
3430,703471.6108076414
3431,1217831.6085819202
3432,567595.7983189387
3433,345326.41923589056
3434,1317296.4955292419
3435,735237.2313299131
3436,388544.68964559794
3437,1110087.9802291389
3438,124084.30723628547
3439,388931.6907741348
3440,452668.25706454244
3441,699435.9789061609
3442,201092.52193737574
3443,2899890.608544692
3444,486030.64064476977
3445,1482162.0734723916
3446,695159.6863104178
3447,1036642.6153476823
3448,428266.9678909397
3449,1351469.5164176715
3450,348226.0519243567
3451,483420.42764568876
3452,415809.6840479959
3453,1959669.9011865617
3454,1762986.6996922528
3455,303470.67846331827
3456,288661.14524575794
3457,538962.980489166
3458,263918.115247277
3459,998365.2815377498
3460,964671.035490039
3461,272796.85385914
3462,716665.9838302772
3463,572424.9409556328
3464,872228.2710688836
3465,1407327.8650233615
3466,477827.666227838
3467,1296889.5801349725
3468,698464.5859203473
3469,127135.70926480663
3470,1153709.867768338
3471,522314.3328823193
3472,700081.2484481196
3473,402427.3315451033
3474,1020384.8560621969
3475,171212.84995502498
3476,879720.1575362226
3477,953477.2712469212
3478,610172.3257638584
3479,394589.7662343775
3480,1167319.906559547
3481,257372.65686918102
3482,477935.361710676
3483,637436.6286670561
3484,431736.67322744493
3485,450393.4277052006
3486,1372387.6128023942
3487,384786.57561658265
3488,718896.1103471203
3489,619484.8357650187
3490,263412.62751204666
3491,759923.8933595866
3492,996841.6443501491
3493,255546.037246919
3494,439496.81895733153
3495,371172.1144340907
3496,277398.49666174897
3497,334105.43842498964
3498,659836.7548538266
3499,730466.0912593347
3500,232647.26169437167
3501,364457.7100928956
3502,641447.3653839467
3503,408876.14037815947
3504,1112004.4044319156
3505,367349.2660313547
3506,301419.2523521743
3507,198871.92534083096
3508,311118.85602243093
3509,567832.8364113688
3510,463903.2170606745
3511,1004745.765391276
3512,592977.0186147974
3513,898391.9196283709
3514,262920.6569080826
3515,905320.8972763225
3516,724438.8048753616
3517,177611.26104720432
3518,202896.39681077556
3519,491397.5743628164
3520,604930.8278568382
3521,559408.8480705635
3522,407706.3213389912
3523,982828.585086076
3524,595118.7126073573
3525,285444.1437443833
3526,893549.389518089
3527,1130963.671301109
3528,690356.5408798173
3529,204187.99374881538
3530,296678.819636823
3531,1289299.13889792
3532,590313.224904768
3533,942880.9907364212
3534,526990.006127764
3535,845789.1148239227
3536,447758.902593811
3537,214127.70971454433
3538,816611.5643653149
3539,399549.92075546575
3540,734760.0987175774
3541,350330.5211627715
3542,1744414.7346551933
3543,524979.017366802
3544,285672.6536671812
3545,362828.73201174167
3546,461464.52280033083
3547,1173033.0463587788
3548,860546.5559178265
3549,250104.61691661918
3550,1443808.3726808366
3551,629649.7601325682
3552,922179.976289577
3553,1052894.065310788
3554,550434.8891472927
3555,811531.3802223578
3556,2389193.326088214
3557,960173.9905848725
3558,764722.8918078546
3559,1008188.3424535668
3560,354192.50954250194
3561,282029.64124618797
3562,481515.0383791333
3563,1865141.9262424365
3564,2461194.911787704
3565,684826.20096282
3566,1739057.4920819427
3567,527411.3543060534
3568,1201138.1190896202
3569,241346.3776906964
3570,509412.2076899443
3571,236464.915817814
3572,2765684.8123446917
3573,1177691.2213095152
3574,470926.8629057779
3575,721001.4266762295
3576,251420.35480012442
3577,611005.2965732416
3578,389403.40054986975
3579,655958.9363346935
3580,499422.257699657
3581,507085.37429135095
3582,507153.6690787872
3583,1780817.437331265
3584,279571.0072341389
3585,195957.40176052265
3586,550155.9773700108
3587,897893.4064484716
3588,950559.866702252
3589,1069239.597750151
3590,425541.0191455489
3591,343471.48437862314
3592,266089.219473694
3593,340574.46667949134
3594,1205411.9065678765
3595,1242935.8632386562
3596,473703.759474225
3597,614091.2385483998
3598,729103.617262701
3599,286514.16545456636
3600,959537.8807712691
3601,311694.5323061366
3602,1026340.8674274576
3603,484483.01695737004
3604,973725.8052644458
3605,164174.53831689028
3606,537886.4644197306
3607,735021.7069205838
3608,449779.8309424474
3609,673208.9278734492
3610,398391.55486235017
3611,358349.67659440637
3612,948734.1147247863
3613,1199780.9374862772
3614,290558.34519497515
3615,789997.3606538723
3616,922505.5614056278
3617,297383.8367025215
3618,131313.63051377906
3619,415689.79917906993
3620,1191648.6589410196
3621,483205.61599516013
3622,236871.0002174658
3623,1474925.9984723916
3624,504932.38205201586
3625,1488700.2500395526
3626,220549.7715336266
3627,729102.0713183056
3628,574703.0183369421
3629,405042.3050939005
3630,649634.5732095405
3631,1401309.0186564545
3632,215928.76906258633
3633,617464.3996620693
3634,496859.72266968223
3635,366688.4894748259
3636,750831.6898545461
3637,1299131.2164176714
3638,215397.49540070933
3639,998986.3215341242
3640,1650268.3148424365
3641,825520.8802837543
3642,301859.7285857026
3643,297432.7629096372
3644,141848.2928790091
3645,449783.06115956476
3646,167097.21686628222
3647,467449.72285599576
3648,1099843.0834794915
3649,161298.9877983789
3650,808061.5327203181
3651,523085.4624868974
3652,301859.7285857026
3653,896229.3517068303
3654,495863.9664483103
3655,359197.494317954
3656,1169460.2792976839
3657,980623.3310701959
3658,217113.56128673113
3659,1002170.4954240022
3660,250534.42541508377
3661,1064857.0606242672
3662,620502.6169026844
3663,922188.3934495951
3664,299680.27419211087
3665,1394315.6729034714
3666,2055337.2981865618
3667,633278.853851821
3668,393008.16956267774
3669,1285291.9833343315
3670,485675.962980843
3671,751493.4052997541
3672,432631.1412438865
3673,501874.2380481921
3674,671330.1297325161
3675,895186.5382519495
3676,520548.4425076213
3677,2979160.778151854
3678,753280.6674430268
3679,615324.9062749989
3680,702119.3916626584
3681,191959.2896141885
3682,671341.1575072418
3683,572478.7462929051
3684,535726.9694027373
3685,666248.8396302268
3686,544702.8167842786
3687,243364.97140013435
3688,723523.6794463018
3689,1063568.115548711
3690,1109242.2662794914
3691,492249.81720556837
3692,268908.39607294946
3693,664273.9879237046
3694,752403.5622370825
3695,696255.1150055447
3696,1129300.1861577728
3697,431952.65201881836
